code,country,year,avoidable_deaths
ARG,Argentina,2000,135.9
ARG,Argentina,2000,473.9
ARG,Argentina,2000,45802.0
ARG,Argentina,2000,97487.0
ARG,Argentina,2000,91.3
ARG,Argentina,2000,62750.0
ARG,Argentina,2000,13811.5
ARG,Argentina,2000,20925.5
ARG,Argentina,2000,159.2
ARG,Argentina,2000,286.4
ARG,Argentina,2000,24876.5
ARG,Argentina,2000,51685.0
ARG,Argentina,2000,187.6
ARG,Argentina,2000,34737.0
ARG,Argentina,2000,227.2
ARG,Argentina,2000,37873.5
ARG,Argentina,2000,182.3
ARG,Argentina,2000,341.5
ARG,Argentina,2001,135.3
ARG,Argentina,2001,469.9
ARG,Argentina,2001,45797.0
ARG,Argentina,2001,97485.0
ARG,Argentina,2001,90.2
ARG,Argentina,2001,62718.0
ARG,Argentina,2001,13827.0
ARG,Argentina,2001,20940.0
ARG,Argentina,2001,158.7
ARG,Argentina,2001,282.7
ARG,Argentina,2001,24857.0
ARG,Argentina,2001,51688.0
ARG,Argentina,2001,187.2
ARG,Argentina,2001,34767.0
ARG,Argentina,2001,225.5
ARG,Argentina,2001,37861.0
ARG,Argentina,2001,180.0
ARG,Argentina,2001,338.7
ARG,Argentina,2002,135.1
ARG,Argentina,2002,465.4
ARG,Argentina,2002,46424.0
ARG,Argentina,2002,97594.0
ARG,Argentina,2002,88.2
ARG,Argentina,2002,13539.0
ARG,Argentina,2002,21218.0
ARG,Argentina,2002,158.6
ARG,Argentina,2002,278.0
ARG,Argentina,2002,25206.0
ARG,Argentina,2002,51170.0
ARG,Argentina,2002,187.4
ARG,Argentina,2002,34757.0
ARG,Argentina,2002,223.3
ARG,Argentina,2002,62837.0
ARG,Argentina,2002,37631.0
ARG,Argentina,2002,176.9
ARG,Argentina,2002,335.5
ARG,Argentina,2003,138.1
ARG,Argentina,2003,465.4
ARG,Argentina,2003,47526.0
ARG,Argentina,2003,98405.0
ARG,Argentina,2003,89.2
ARG,Argentina,2003,13764.5
ARG,Argentina,2003,21776.5
ARG,Argentina,2003,161.7
ARG,Argentina,2003,274.9
ARG,Argentina,2003,25749.5
ARG,Argentina,2003,50879.0
ARG,Argentina,2003,190.5
ARG,Argentina,2003,35541.0
ARG,Argentina,2003,227.4
ARG,Argentina,2003,62864.0
ARG,Argentina,2003,37114.5
ARG,Argentina,2003,175.7
ARG,Argentina,2003,337.5
ARG,Argentina,2004,132.4
ARG,Argentina,2004,437.8
ARG,Argentina,2004,93933.0
ARG,Argentina,2004,87.1
ARG,Argentina,2004,13498.0
ARG,Argentina,2004,20916.0
ARG,Argentina,2004,154.2
ARG,Argentina,2004,256.9
ARG,Argentina,2004,45453.5
ARG,Argentina,2004,24537.5
ARG,Argentina,2004,48479.5
ARG,Argentina,2004,180.9
ARG,Argentina,2004,34414.0
ARG,Argentina,2004,219.5
ARG,Argentina,2004,59519.0
ARG,Argentina,2004,34981.5
ARG,Argentina,2004,166.2
ARG,Argentina,2004,320.4
ARG,Argentina,2005,128.9
ARG,Argentina,2005,431.4
ARG,Argentina,2005,92507.0
ARG,Argentina,2005,83.9
ARG,Argentina,2005,13101.5
ARG,Argentina,2005,20323.5
ARG,Argentina,2005,150.6
ARG,Argentina,2005,254.4
ARG,Argentina,2005,44349.0
ARG,Argentina,2005,24025.5
ARG,Argentina,2005,48158.0
ARG,Argentina,2005,177.0
ARG,Argentina,2005,33425.0
ARG,Argentina,2005,212.8
ARG,Argentina,2005,59082.0
ARG,Argentina,2005,35056.5
ARG,Argentina,2005,163.4
ARG,Argentina,2005,314.0
ARG,Argentina,2006,127.8
ARG,Argentina,2006,423.8
ARG,Argentina,2006,92420.0
ARG,Argentina,2006,83.4
ARG,Argentina,2006,13243.0
ARG,Argentina,2006,20323.0
ARG,Argentina,2006,148.3
ARG,Argentina,2006,250.4
ARG,Argentina,2006,44069.5
ARG,Argentina,2006,23746.5
ARG,Argentina,2006,48350.5
ARG,Argentina,2006,173.4
ARG,Argentina,2006,33566.0
ARG,Argentina,2006,211.2
ARG,Argentina,2006,58854.0
ARG,Argentina,2006,35107.5
ARG,Argentina,2006,161.4
ARG,Argentina,2006,309.7
ARG,Argentina,2007,130.2
ARG,Argentina,2007,427.7
ARG,Argentina,2007,94584.0
ARG,Argentina,2007,84.4
ARG,Argentina,2007,13477.5
ARG,Argentina,2007,20959.5
ARG,Argentina,2007,150.9
ARG,Argentina,2007,251.6
ARG,Argentina,2007,45408.5
ARG,Argentina,2007,24449.0
ARG,Argentina,2007,49175.5
ARG,Argentina,2007,176.1
ARG,Argentina,2007,34437.0
ARG,Argentina,2007,214.6
ARG,Argentina,2007,60147.0
ARG,Argentina,2007,35698.0
ARG,Argentina,2007,162.5
ARG,Argentina,2007,313.5
ARG,Argentina,2008,123.5
ARG,Argentina,2008,408.8
ARG,Argentina,2008,92026.0
ARG,Argentina,2008,80.5
ARG,Argentina,2008,13050.5
ARG,Argentina,2008,20197.5
ARG,Argentina,2008,143.1
ARG,Argentina,2008,242.1
ARG,Argentina,2008,43828.0
ARG,Argentina,2008,23630.5
ARG,Argentina,2008,48198.0
ARG,Argentina,2008,166.8
ARG,Argentina,2008,33248.0
ARG,Argentina,2008,204.0
ARG,Argentina,2008,58778.0
ARG,Argentina,2008,35147.5
ARG,Argentina,2008,156.2
ARG,Argentina,2008,299.3
ARG,Argentina,2009,23969.5
ARG,Argentina,2009,126.4
ARG,Argentina,2009,396.1
ARG,Argentina,2009,91843.0
ARG,Argentina,2009,80.4
ARG,Argentina,2009,13171.5
ARG,Argentina,2009,20929.5
ARG,Argentina,2009,144.8
ARG,Argentina,2009,229.1
ARG,Argentina,2009,44899.0
ARG,Argentina,2009,46944.0
ARG,Argentina,2009,166.9
ARG,Argentina,2009,34101.0
ARG,Argentina,2009,206.8
ARG,Argentina,2009,57742.0
ARG,Argentina,2009,33772.5
ARG,Argentina,2009,150.1
ARG,Argentina,2009,294.9
ARG,Argentina,2010,24038.0
ARG,Argentina,2010,124.8
ARG,Argentina,2010,397.0
ARG,Argentina,2010,92322.0
ARG,Argentina,2010,80.3
ARG,Argentina,2010,13267.5
ARG,Argentina,2010,20760.5
ARG,Argentina,2010,143.7
ARG,Argentina,2010,230.6
ARG,Argentina,2010,44798.5
ARG,Argentina,2010,47523.5
ARG,Argentina,2010,166.4
ARG,Argentina,2010,34028.0
ARG,Argentina,2010,205.1
ARG,Argentina,2010,58294.0
ARG,Argentina,2010,34256.0
ARG,Argentina,2010,150.7
ARG,Argentina,2010,294.4
ARG,Argentina,2011,122.3
ARG,Argentina,2011,389.9
ARG,Argentina,2011,92918.0
ARG,Argentina,2011,81.1
ARG,Argentina,2011,13648.5
ARG,Argentina,2011,20703.5
ARG,Argentina,2011,139.9
ARG,Argentina,2011,228.9
ARG,Argentina,2011,44390.0
ARG,Argentina,2011,48528.0
ARG,Argentina,2011,161.0
ARG,Argentina,2011,34352.0
ARG,Argentina,2011,203.4
ARG,Argentina,2011,58566.0
ARG,Argentina,2011,34879.5
ARG,Argentina,2011,150.5
ARG,Argentina,2011,290.3
ARG,Argentina,2011,23686.5
ARG,Argentina,2012,122.2
ARG,Argentina,2012,392.6
ARG,Argentina,2012,94661.0
ARG,Argentina,2012,80.7
ARG,Argentina,2012,13793.5
ARG,Argentina,2012,20950.5
ARG,Argentina,2012,140.2
ARG,Argentina,2012,230.8
ARG,Argentina,2012,45022.5
ARG,Argentina,2012,49638.5
ARG,Argentina,2012,161.7
ARG,Argentina,2012,34744.0
ARG,Argentina,2012,203.0
ARG,Argentina,2012,59917.0
ARG,Argentina,2012,35845.0
ARG,Argentina,2012,151.2
ARG,Argentina,2012,291.4
ARG,Argentina,2012,24072.0
ARG,Argentina,2013,125.0
ARG,Argentina,2013,394.7
ARG,Argentina,2013,97478.0
ARG,Argentina,2013,82.0
ARG,Argentina,2013,14215.5
ARG,Argentina,2013,21814.5
ARG,Argentina,2013,143.4
ARG,Argentina,2013,229.3
ARG,Argentina,2013,46934.0
ARG,Argentina,2013,50544.0
ARG,Argentina,2013,165.4
ARG,Argentina,2013,36030.0
ARG,Argentina,2013,206.9
ARG,Argentina,2013,61448.0
ARG,Argentina,2013,36328.5
ARG,Argentina,2013,151.3
ARG,Argentina,2013,294.7
ARG,Argentina,2013,25119.5
ARG,Argentina,2014,122.3
ARG,Argentina,2014,387.4
ARG,Argentina,2014,97388.0
ARG,Argentina,2014,81.3
ARG,Argentina,2014,14378.0
ARG,Argentina,2014,21722.0
ARG,Argentina,2014,140.7
ARG,Argentina,2014,224.8
ARG,Argentina,2014,46871.5
ARG,Argentina,2014,50516.5
ARG,Argentina,2014,162.6
ARG,Argentina,2014,36100.0
ARG,Argentina,2014,203.6
ARG,Argentina,2014,61288.0
ARG,Argentina,2014,36138.5
ARG,Argentina,2014,148.8
ARG,Argentina,2014,289.4
ARG,Argentina,2014,25149.5
ARG,Argentina,2015,399.0
ARG,Argentina,2015,125.6
ARG,Argentina,2015,101081.0
ARG,Argentina,2015,84.2
ARG,Argentina,2015,15007.5
ARG,Argentina,2015,22565.5
ARG,Argentina,2015,144.9
ARG,Argentina,2015,230.9
ARG,Argentina,2015,48769.0
ARG,Argentina,2015,52312.0
ARG,Argentina,2015,168.2
ARG,Argentina,2015,37573.0
ARG,Argentina,2015,209.8
ARG,Argentina,2015,63508.0
ARG,Argentina,2015,37304.5
ARG,Argentina,2015,153.1
ARG,Argentina,2015,298.0
ARG,Argentina,2015,26203.5
ARG,Argentina,2016,404.7
ARG,Argentina,2016,131.7
ARG,Argentina,2016,104584.0
ARG,Argentina,2016,84.4
ARG,Argentina,2016,15315.0
ARG,Argentina,2016,23987.0
ARG,Argentina,2016,152.9
ARG,Argentina,2016,226.4
ARG,Argentina,2016,52181.0
ARG,Argentina,2016,52403.0
ARG,Argentina,2016,178.3
ARG,Argentina,2016,39302.0
ARG,Argentina,2016,216.1
ARG,Argentina,2016,65282.0
ARG,Argentina,2016,37088.0
ARG,Argentina,2016,151.1
ARG,Argentina,2016,304.0
ARG,Argentina,2016,28194.0
ARG,Argentina,2017,383.4
ARG,Argentina,2017,125.3
ARG,Argentina,2017,101613.0
ARG,Argentina,2017,82.3
ARG,Argentina,2017,15255.5
ARG,Argentina,2017,23269.5
ARG,Argentina,2017,144.4
ARG,Argentina,2017,216.0
ARG,Argentina,2017,50192.5
ARG,Argentina,2017,51420.5
ARG,Argentina,2017,167.3
ARG,Argentina,2017,38525.0
ARG,Argentina,2017,207.6
ARG,Argentina,2017,63088.0
ARG,Argentina,2017,36165.0
ARG,Argentina,2017,145.2
ARG,Argentina,2017,289.6
ARG,Argentina,2017,26923.0
ARG,Argentina,2018,122.9
ARG,Argentina,2018,100852.0
ARG,Argentina,2018,79.9
ARG,Argentina,2018,374.3
ARG,Argentina,2018,15070.5
ARG,Argentina,2018,23151.5
ARG,Argentina,2018,141.7
ARG,Argentina,2018,210.1
ARG,Argentina,2018,49996.5
ARG,Argentina,2018,50855.5
ARG,Argentina,2018,164.2
ARG,Argentina,2018,38222.0
ARG,Argentina,2018,202.8
ARG,Argentina,2018,62630.0
ARG,Argentina,2018,35785.0
ARG,Argentina,2018,141.2
ARG,Argentina,2018,282.8
ARG,Argentina,2018,26845.0
ARG,Argentina,2019,121.1
ARG,Argentina,2019,99429.0
ARG,Argentina,2019,77.4
ARG,Argentina,2019,362.4
ARG,Argentina,2019,14797.5
ARG,Argentina,2019,23175.5
ARG,Argentina,2019,139.9
ARG,Argentina,2019,200.0
ARG,Argentina,2019,50078.0
ARG,Argentina,2019,49351.0
ARG,Argentina,2019,162.3
ARG,Argentina,2019,37973.0
ARG,Argentina,2019,198.5
ARG,Argentina,2019,61456.0
ARG,Argentina,2019,34553.5
ARG,Argentina,2019,135.1
ARG,Argentina,2019,275.0
ARG,Argentina,2019,26902.5
AUS,Australia,2000,86.4
AUS,Australia,2000,6476.5
AUS,Australia,2000,146.9
AUS,Australia,2000,24884.0
AUS,Australia,2000,165.4
AUS,Australia,2000,309.6
AUS,Australia,2000,7174.5
AUS,Australia,2000,14337.0
AUS,Australia,2000,24198.5
AUS,Australia,2000,17024.0
AUS,Australia,2000,13651.0
AUS,Australia,2000,38535.5
AUS,Australia,2000,79.0
AUS,Australia,2000,100.6
AUS,Australia,2000,89.5
AUS,Australia,2000,209.0
AUS,Australia,2000,236.4
AUS,Australia,2000,7860.0
AUS,Australia,2001,82.2
AUS,Australia,2001,6329.0
AUS,Australia,2001,140.6
AUS,Australia,2001,24175.0
AUS,Australia,2001,158.2
AUS,Australia,2001,295.9
AUS,Australia,2001,6888.0
AUS,Australia,2001,13985.0
AUS,Australia,2001,23407.0
AUS,Australia,2001,16519.0
AUS,Australia,2001,13217.0
AUS,Australia,2001,37392.0
AUS,Australia,2001,76.0
AUS,Australia,2001,95.9
AUS,Australia,2001,85.7
AUS,Australia,2001,200.0
AUS,Australia,2001,226.3
AUS,Australia,2001,7656.0
AUS,Australia,2002,80.2
AUS,Australia,2002,6378.0
AUS,Australia,2002,135.1
AUS,Australia,2002,23513.0
AUS,Australia,2002,155.2
AUS,Australia,2002,6827.0
AUS,Australia,2002,13824.0
AUS,Australia,2002,22894.0
AUS,Australia,2002,16067.0
AUS,Australia,2002,13205.0
AUS,Australia,2002,36718.0
AUS,Australia,2002,75.0
AUS,Australia,2002,91.5
AUS,Australia,2002,83.3
AUS,Australia,2002,282.5
AUS,Australia,2002,191.0
AUS,Australia,2002,218.4
AUS,Australia,2002,7446.0
AUS,Australia,2003,75.0
AUS,Australia,2003,6106.0
AUS,Australia,2003,128.1
AUS,Australia,2003,22867.0
AUS,Australia,2003,146.0
AUS,Australia,2003,6485.0
AUS,Australia,2003,13416.0
AUS,Australia,2003,22042.0
AUS,Australia,2003,15557.0
AUS,Australia,2003,12591.0
AUS,Australia,2003,35458.0
AUS,Australia,2003,71.0
AUS,Australia,2003,88.4
AUS,Australia,2003,79.5
AUS,Australia,2003,270.4
AUS,Australia,2003,182.0
AUS,Australia,2003,207.6
AUS,Australia,2003,7310.0
AUS,Australia,2004,73.1
AUS,Australia,2004,5884.5
AUS,Australia,2004,22165.0
AUS,Australia,2004,140.1
AUS,Australia,2004,6396.5
AUS,Australia,2004,12758.0
AUS,Australia,2004,21688.0
AUS,Australia,2004,15291.5
AUS,Australia,2004,124.3
AUS,Australia,2004,12281.0
AUS,Australia,2004,34446.0
AUS,Australia,2004,67.0
AUS,Australia,2004,82.0
AUS,Australia,2004,74.6
AUS,Australia,2004,259.0
AUS,Australia,2004,177.0
AUS,Australia,2004,198.9
AUS,Australia,2004,6873.5
AUS,Australia,2006,71.3
AUS,Australia,2006,5588.0
AUS,Australia,2006,21231.0
AUS,Australia,2006,134.3
AUS,Australia,2006,6374.0
AUS,Australia,2006,12154.0
AUS,Australia,2006,21039.0
AUS,Australia,2006,14665.0
AUS,Australia,2006,117.9
AUS,Australia,2006,11962.0
AUS,Australia,2006,33193.0
AUS,Australia,2006,63.0
AUS,Australia,2006,76.2
AUS,Australia,2006,69.3
AUS,Australia,2006,242.2
AUS,Australia,2006,166.0
AUS,Australia,2006,187.2
AUS,Australia,2006,6566.0
AUS,Australia,2007,70.5
AUS,Australia,2007,5697.0
AUS,Australia,2007,21407.0
AUS,Australia,2007,131.5
AUS,Australia,2007,6627.0
AUS,Australia,2007,12277.0
AUS,Australia,2007,21454.5
AUS,Australia,2007,14827.5
AUS,Australia,2007,114.5
AUS,Australia,2007,12324.0
AUS,Australia,2007,33731.5
AUS,Australia,2007,61.0
AUS,Australia,2007,72.7
AUS,Australia,2007,66.7
AUS,Australia,2007,231.7
AUS,Australia,2007,159.0
AUS,Australia,2007,181.2
AUS,Australia,2007,6579.5
AUS,Australia,2008,70.1
AUS,Australia,2008,5840.5
AUS,Australia,2008,22030.0
AUS,Australia,2008,131.1
AUS,Australia,2008,6751.5
AUS,Australia,2008,12380.0
AUS,Australia,2008,22242.5
AUS,Australia,2008,15491.0
AUS,Australia,2008,115.8
AUS,Australia,2008,12592.0
AUS,Australia,2008,34622.5
AUS,Australia,2008,61.0
AUS,Australia,2008,70.2
AUS,Australia,2008,65.4
AUS,Australia,2008,233.2
AUS,Australia,2008,163.0
AUS,Australia,2008,181.2
AUS,Australia,2008,6539.0
AUS,Australia,2009,69.8
AUS,Australia,2009,5817.5
AUS,Australia,2009,22041.0
AUS,Australia,2009,128.8
AUS,Australia,2009,6948.5
AUS,Australia,2009,12251.0
AUS,Australia,2009,22556.5
AUS,Australia,2009,15608.0
AUS,Australia,2009,114.0
AUS,Australia,2009,12766.0
AUS,Australia,2009,34807.5
AUS,Australia,2009,59.0
AUS,Australia,2009,66.8
AUS,Australia,2009,62.6
AUS,Australia,2009,225.8
AUS,Australia,2009,159.0
AUS,Australia,2009,176.6
AUS,Australia,2009,6433.0
AUS,Australia,2010,12569.0
AUS,Australia,2010,67.5
AUS,Australia,2010,5677.5
AUS,Australia,2010,21830.0
AUS,Australia,2010,123.5
AUS,Australia,2010,6891.5
AUS,Australia,2010,12061.0
AUS,Australia,2010,22338.5
AUS,Australia,2010,15447.0
AUS,Australia,2010,110.0
AUS,Australia,2010,34399.5
AUS,Australia,2010,56.0
AUS,Australia,2010,64.4
AUS,Australia,2010,59.9
AUS,Australia,2010,217.4
AUS,Australia,2010,153.0
AUS,Australia,2010,170.0
AUS,Australia,2010,6383.0
AUS,Australia,2011,12771.0
AUS,Australia,2011,67.7
AUS,Australia,2011,5762.5
AUS,Australia,2011,21811.0
AUS,Australia,2011,123.7
AUS,Australia,2011,7008.5
AUS,Australia,2011,12096.0
AUS,Australia,2011,22486.5
AUS,Australia,2011,15478.0
AUS,Australia,2011,108.9
AUS,Australia,2011,34582.5
AUS,Australia,2011,56.0
AUS,Australia,2011,62.4
AUS,Australia,2011,59.0
AUS,Australia,2011,213.4
AUS,Australia,2011,151.0
AUS,Australia,2011,167.9
AUS,Australia,2011,6333.0
AUS,Australia,2012,66.0
AUS,Australia,2012,5616.0
AUS,Australia,2012,21412.0
AUS,Australia,2012,119.0
AUS,Australia,2012,7034.0
AUS,Australia,2012,11798.0
AUS,Australia,2012,22264.5
AUS,Australia,2012,15230.5
AUS,Australia,2012,104.8
AUS,Australia,2012,34062.5
AUS,Australia,2012,53.0
AUS,Australia,2012,59.1
AUS,Australia,2012,55.8
AUS,Australia,2012,203.1
AUS,Australia,2012,144.0
AUS,Australia,2012,160.7
AUS,Australia,2012,6181.5
AUS,Australia,2012,12650.0
AUS,Australia,2013,65.2
AUS,Australia,2013,5660.0
AUS,Australia,2013,22023.0
AUS,Australia,2013,116.2
AUS,Australia,2013,7157.0
AUS,Australia,2013,11927.0
AUS,Australia,2013,22913.5
AUS,Australia,2013,15756.5
AUS,Australia,2013,105.2
AUS,Australia,2013,34840.5
AUS,Australia,2013,51.0
AUS,Australia,2013,58.4
AUS,Australia,2013,54.9
AUS,Australia,2013,204.4
AUS,Australia,2013,146.0
AUS,Australia,2013,160.0
AUS,Australia,2013,6266.5
AUS,Australia,2013,12817.0
AUS,Australia,2014,67.0
AUS,Australia,2014,5811.0
AUS,Australia,2014,22595.0
AUS,Australia,2014,118.0
AUS,Australia,2014,7547.0
AUS,Australia,2014,12155.0
AUS,Australia,2014,23798.0
AUS,Australia,2014,16251.0
AUS,Australia,2014,106.6
AUS,Australia,2014,35953.0
AUS,Australia,2014,51.0
AUS,Australia,2014,57.7
AUS,Australia,2014,54.5
AUS,Australia,2014,204.7
AUS,Australia,2014,147.0
AUS,Australia,2014,161.1
AUS,Australia,2014,6344.0
AUS,Australia,2014,13358.0
AUS,Australia,2015,68.7
AUS,Australia,2015,5837.5
AUS,Australia,2015,23222.0
AUS,Australia,2015,119.7
AUS,Australia,2015,7921.5
AUS,Australia,2015,12389.0
AUS,Australia,2015,24592.0
AUS,Australia,2015,16670.5
AUS,Australia,2015,107.7
AUS,Australia,2015,36981.0
AUS,Australia,2015,51.0
AUS,Australia,2015,58.2
AUS,Australia,2015,54.3
AUS,Australia,2015,206.2
AUS,Australia,2015,148.0
AUS,Australia,2015,162.0
AUS,Australia,2015,6551.5
AUS,Australia,2015,13759.0
AUS,Australia,2016,5906.0
AUS,Australia,2016,64.6
AUS,Australia,2016,22893.0
AUS,Australia,2016,114.6
AUS,Australia,2016,7660.0
AUS,Australia,2016,12352.0
AUS,Australia,2016,24107.5
AUS,Australia,2016,16447.5
AUS,Australia,2016,103.1
AUS,Australia,2016,36459.5
AUS,Australia,2016,50.0
AUS,Australia,2016,55.8
AUS,Australia,2016,52.8
AUS,Australia,2016,198.8
AUS,Australia,2016,143.0
AUS,Australia,2016,155.9
AUS,Australia,2016,6445.5
AUS,Australia,2016,13566.0
AUS,Australia,2017,5764.5
AUS,Australia,2017,65.9
AUS,Australia,2017,23167.0
AUS,Australia,2017,112.9
AUS,Australia,2017,8033.5
AUS,Australia,2017,12205.0
AUS,Australia,2017,24760.5
AUS,Australia,2017,16727.0
AUS,Australia,2017,103.2
AUS,Australia,2017,36965.5
AUS,Australia,2017,47.0
AUS,Australia,2017,54.4
AUS,Australia,2017,50.8
AUS,Australia,2017,196.4
AUS,Australia,2017,142.0
AUS,Australia,2017,154.0
AUS,Australia,2017,6440.0
AUS,Australia,2017,13798.0
AUS,Australia,2018,5742.5
AUS,Australia,2018,63.7
AUS,Australia,2018,23251.0
AUS,Australia,2018,109.7
AUS,Australia,2018,7964.5
AUS,Australia,2018,12146.0
AUS,Australia,2018,24812.0
AUS,Australia,2018,16847.5
AUS,Australia,2018,101.0
AUS,Australia,2018,36958.0
AUS,Australia,2018,46.0
AUS,Australia,2018,52.8
AUS,Australia,2018,49.4
AUS,Australia,2018,191.8
AUS,Australia,2018,139.0
AUS,Australia,2018,150.3
AUS,Australia,2018,6403.5
AUS,Australia,2018,13707.0
AUS,Australia,2019,64.8
AUS,Australia,2019,24588.0
AUS,Australia,2019,112.8
AUS,Australia,2019,6102.5
AUS,Australia,2019,8302.5
AUS,Australia,2019,12905.0
AUS,Australia,2019,26088.0
AUS,Australia,2019,17785.5
AUS,Australia,2019,103.9
AUS,Australia,2019,38993.0
AUS,Australia,2019,48.0
AUS,Australia,2019,55.1
AUS,Australia,2019,51.4
AUS,Australia,2019,200.1
AUS,Australia,2019,145.0
AUS,Australia,2019,155.3
AUS,Australia,2019,6802.5
AUS,Australia,2019,14405.0
AUT,Austria,2002,13931.0
AUT,Austria,2002,98.1
AUT,Austria,2002,4189.5
AUT,Austria,2002,83.0
AUT,Austria,2002,116.1
AUT,Austria,2002,7582.0
AUT,Austria,2002,3742.5
AUT,Austria,2002,7135.0
AUT,Austria,2002,379.9
AUT,Austria,2002,173.8
AUT,Austria,2002,90.8
AUT,Austria,2002,270.9
AUT,Austria,2002,3392.5
AUT,Austria,2002,263.8
AUT,Austria,2002,172.8
AUT,Austria,2002,9741.5
AUT,Austria,2002,13484.0
AUT,Austria,2002,21066.0
AUT,Austria,2003,13931.0
AUT,Austria,2003,94.9
AUT,Austria,2003,4115.0
AUT,Austria,2003,79.0
AUT,Austria,2003,113.4
AUT,Austria,2003,3757.5
AUT,Austria,2003,7028.0
AUT,Austria,2003,376.6
AUT,Austria,2003,169.3
AUT,Austria,2003,90.3
AUT,Austria,2003,267.3
AUT,Austria,2003,3270.5
AUT,Austria,2003,263.2
AUT,Austria,2003,172.4
AUT,Austria,2003,9816.0
AUT,Austria,2003,7385.5
AUT,Austria,2003,13573.5
AUT,Austria,2003,20959.0
AUT,Austria,2004,13394.0
AUT,Austria,2004,88.3
AUT,Austria,2004,3866.0
AUT,Austria,2004,74.0
AUT,Austria,2004,105.3
AUT,Austria,2004,3601.0
AUT,Austria,2004,6647.0
AUT,Austria,2004,357.2
AUT,Austria,2004,160.1
AUT,Austria,2004,86.1
AUT,Austria,2004,253.4
AUT,Austria,2004,3046.0
AUT,Austria,2004,251.9
AUT,Austria,2004,165.1
AUT,Austria,2004,9528.0
AUT,Austria,2004,6912.0
AUT,Austria,2004,13129.0
AUT,Austria,2004,20041.0
AUT,Austria,2005,13117.0
AUT,Austria,2005,84.8
AUT,Austria,2005,3685.0
AUT,Austria,2005,73.0
AUT,Austria,2005,98.8
AUT,Austria,2005,3557.0
AUT,Austria,2005,6605.0
AUT,Austria,2005,345.0
AUT,Austria,2005,157.3
AUT,Austria,2005,84.3
AUT,Austria,2005,246.3
AUT,Austria,2005,3048.0
AUT,Austria,2005,246.2
AUT,Austria,2005,161.5
AUT,Austria,2005,9432.0
AUT,Austria,2005,6733.0
AUT,Austria,2005,12989.0
AUT,Austria,2005,19722.0
AUT,Austria,2006,12721.0
AUT,Austria,2006,81.5
AUT,Austria,2006,3626.5
AUT,Austria,2006,69.0
AUT,Austria,2006,95.9
AUT,Austria,2006,3473.5
AUT,Austria,2006,6398.0
AUT,Austria,2006,330.2
AUT,Austria,2006,150.7
AUT,Austria,2006,81.7
AUT,Austria,2006,236.2
AUT,Austria,2006,2924.5
AUT,Austria,2006,234.3
AUT,Austria,2006,154.6
AUT,Austria,2006,9094.5
AUT,Austria,2006,6551.0
AUT,Austria,2006,12568.0
AUT,Austria,2006,19119.0
AUT,Austria,2007,12544.0
AUT,Austria,2007,77.6
AUT,Austria,2007,3561.0
AUT,Austria,2007,65.0
AUT,Austria,2007,92.5
AUT,Austria,2007,3482.0
AUT,Austria,2007,6249.0
AUT,Austria,2007,320.6
AUT,Austria,2007,146.1
AUT,Austria,2007,81.1
AUT,Austria,2007,229.1
AUT,Austria,2007,2767.0
AUT,Austria,2007,228.0
AUT,Austria,2007,151.5
AUT,Austria,2007,8983.0
AUT,Austria,2007,6328.0
AUT,Austria,2007,12465.0
AUT,Austria,2007,18793.0
AUT,Austria,2008,12122.0
AUT,Austria,2008,72.7
AUT,Austria,2008,3343.0
AUT,Austria,2008,61.0
AUT,Austria,2008,85.3
AUT,Austria,2008,3441.0
AUT,Austria,2008,6100.0
AUT,Austria,2008,304.6
AUT,Austria,2008,140.1
AUT,Austria,2008,79.1
AUT,Austria,2008,218.9
AUT,Austria,2008,2659.0
AUT,Austria,2008,219.3
AUT,Austria,2008,146.3
AUT,Austria,2008,8779.0
AUT,Austria,2008,6002.0
AUT,Austria,2008,12220.0
AUT,Austria,2008,18222.0
AUT,Austria,2009,12496.0
AUT,Austria,2009,72.9
AUT,Austria,2009,3404.0
AUT,Austria,2009,62.0
AUT,Austria,2009,84.6
AUT,Austria,2009,3522.5
AUT,Austria,2009,6288.0
AUT,Austria,2009,307.2
AUT,Austria,2009,141.3
AUT,Austria,2009,79.3
AUT,Austria,2009,221.0
AUT,Austria,2009,2765.5
AUT,Austria,2009,222.6
AUT,Austria,2009,148.1
AUT,Austria,2009,9092.0
AUT,Austria,2009,6169.5
AUT,Austria,2009,12614.5
AUT,Austria,2009,18784.0
AUT,Austria,2010,12451.0
AUT,Austria,2010,70.2
AUT,Austria,2010,3415.0
AUT,Austria,2010,59.0
AUT,Austria,2010,82.6
AUT,Austria,2010,3516.5
AUT,Austria,2010,6202.0
AUT,Austria,2010,298.9
AUT,Austria,2010,136.4
AUT,Austria,2010,77.4
AUT,Austria,2010,214.3
AUT,Austria,2010,2685.5
AUT,Austria,2010,216.3
AUT,Austria,2010,144.2
AUT,Austria,2010,9036.0
AUT,Austria,2010,6100.5
AUT,Austria,2010,12552.5
AUT,Austria,2010,18653.0
AUT,Austria,2011,12062.0
AUT,Austria,2011,66.4
AUT,Austria,2011,3316.5
AUT,Austria,2011,56.0
AUT,Austria,2011,78.6
AUT,Austria,2011,3647.5
AUT,Austria,2011,6227.0
AUT,Austria,2011,284.3
AUT,Austria,2011,134.8
AUT,Austria,2011,78.8
AUT,Austria,2011,206.3
AUT,Austria,2011,2579.5
AUT,Austria,2011,205.7
AUT,Austria,2011,139.9
AUT,Austria,2011,8745.5
